rowId,id,category,symbolPath,symbol,type,source,relevance,relevanceToCrabSync,readStatus,naturalObservationStatus,argumentMetadataStatus,ownershipAuthorityStatus,visibilityDirection,lifecycleCoverage,persistenceUiCoverage,writeApplyStatus,safetyClassification,terminalDisposition,coverageDisposition,nextRequiredObservation,checklistLinks,checklistLinkage,coverageCapabilities
script-crabchampions-ecrababilitymodtype-landmineexplosion-struct-field,script-crabchampions-ecrababilitymodtype-landmineexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::LandmineExplosion,ECrabAbilityModType.LandmineExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-layeredexplosion-struct-field,script-crabchampions-ecrababilitymodtype-layeredexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::LayeredExplosion,ECrabAbilityModType.LayeredExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-lightexplosion-struct-field,script-crabchampions-ecrababilitymodtype-lightexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::LightExplosion,ECrabAbilityModType.LightExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-lightningbeam-struct-field,script-crabchampions-ecrababilitymodtype-lightningbeam-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::LightningBeam,ECrabAbilityModType.LightningBeam,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-lightningexplosion-struct-field,script-crabchampions-ecrababilitymodtype-lightningexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::LightningExplosion,ECrabAbilityModType.LightningExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-moab-struct-field,script-crabchampions-ecrababilitymodtype-moab-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::MOAB,ECrabAbilityModType.MOAB,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-mortarturret-struct-field,script-crabchampions-ecrababilitymodtype-mortarturret-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::MortarTurret,ECrabAbilityModType.MortarTurret,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-none-struct-field,script-crabchampions-ecrababilitymodtype-none-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::None,ECrabAbilityModType.None,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-poisonexplosion-struct-field,script-crabchampions-ecrababilitymodtype-poisonexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::PoisonExplosion,ECrabAbilityModType.PoisonExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-poisonvines-struct-field,script-crabchampions-ecrababilitymodtype-poisonvines-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::PoisonVines,ECrabAbilityModType.PoisonVines,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
